Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,6186,6076,37,1669.0969506466188,7.60719999993853,22014.73630000001,6913.608955706434,10.34900829886179,10.164981316502463,37,300,1000,1900,6200,11000,14000,16000,21000,22000,22000
POST,/api/customer/owners,1567,1519,38,1483.886978876836,7.379900000046291,19511.432200000003,56.47160178685386,2.6215480123369583,2.5412453291256156,38,280,870,1700,5000,11000,13000,15000,19000,20000,20000
GET,/api/customer/owners/1,436,428,36,1522.0047646788985,7.94890000003079,18698.717299999997,150.10091743119267,0.7294160391696962,0.7160322586344724,37,280,1200,1800,5000,11000,13000,16000,19000,19000,19000
GET,/api/customer/owners/10,433,417,34,1597.6720009237895,8.299000000079104,19782.164699999994,155.28406466512703,0.7243971214689873,0.6976295603985397,34,270,820,1700,5900,11000,14000,16000,20000,20000,20000
GET,/api/customer/owners/2,442,428,43,1395.7970488687765,8.132299999942916,18542.980400000033,151.05882352941177,0.739453874571114,0.7160322586344724,45,310,960,1900,3800,9700,13000,15000,19000,19000,19000
GET,/api/customer/owners/3,489,475,38,1230.201080981598,8.041800000000876,16702.925099999997,153.06543967280163,0.8180835852155538,0.7946619692789121,38,230,690,1000,4100,9300,12000,13000,17000,17000,17000
GET,/api/customer/owners/4,447,438,46,1428.1855288590598,8.116900000004534,19308.18389999999,150.18791946308724,0.7478187374056289,0.7327619843035021,46,320,870,1400,4200,10000,14000,16000,19000,19000,19000
GET,/api/customer/owners/5,437,426,34,1558.5455274599522,8.231100000003266,18728.93720000002,150.56064073226545,0.7310890117365991,0.7126863135006665,34,290,1100,1700,5200,11000,14000,16000,19000,19000,19000
GET,/api/customer/owners/6,453,442,33,1166.8329529801354,8.216599999968821,21927.20829999999,152.25386313465785,0.7578565728070468,0.739453874571114,33,140,550,1000,2900,9500,13000,15000,22000,22000,22000
GET,/api/customer/owners/7,466,451,39,1541.5449553648064,8.039899999971567,21031.468899999993,150.706008583691,0.7796052161767854,0.7545106276732407,41,340,1300,2000,5300,11000,12000,15000,21000,21000,21000
GET,/api/customer/owners/8,457,446,35,1367.2376431072234,7.994100000018989,18528.32079999996,150.44420131291028,0.7645484630746586,0.746145764838726,35,320,820,1500,4400,11000,12000,14000,19000,19000,19000
GET,/api/customer/owners/9,428,412,59,2033.890319626168,8.12890000003108,22228.6809,151.50467289719626,0.7160322586344724,0.6892646975640249,59,380,1200,2400,9300,13000,15000,17000,22000,22000,22000
GET,/api/vet/vets,3115,2842,34,736.3770382343513,7.604799999967327,14922.403400000007,184.95955056179776,5.21130954590276,4.754588035138249,34,200,610,1000,2600,3900,5800,7400,14000,15000,15000
,Aggregated,15356,14800,37,1405.2974113180514,7.379900000046291,22228.6809,2872.639359208127,25.690166737362052,24.759993990164,37,270,860,1600,4200,11000,13000,15000,20000,22000,22000
